OTU,Domaine,Phylum,Classe,Ordre,Famille,Genre,Espece
Otu06151,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella adelaidensis
Otu06152,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu06153,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,Thiothrix unclassified
Otu06154,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06155,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,WCHB1-05,WCHB1-05 unclassified
Otu06156,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu06157,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia unclassified
Otu06158,Bacteria,Proteobacteria,Gammaproteobacteria,34P16,34P16_unclassified,34P16_unclassified,unclassified unclassified
Otu06159,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus alkalitolerans
Otu06160,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Longilinea,Longilinea unclassified
Otu06161,Bacteria,Proteobacteria,Deltaproteobacteria,FAC87,FAC87_unclassified,FAC87_unclassified,unclassified unclassified
Otu06162,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,Methylotenera mobilis
Otu06163,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,Planktophila,Planktophila limnetica
Otu06164,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella unclassified
Otu06165,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus unclassified
Otu06166,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas moewusii
Otu06167,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hyphomonadaceae_unclassified,unclassified unclassified
Otu06168,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,unclassified unclassified
Otu06169,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu06170,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06171,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu06172,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila
Otu06173,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus unclassified
Otu06174,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,Aetherobacter fasciculatus
Otu06175,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,unclassified unclassified
Otu06176,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu06177,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella feeleii
Otu06178,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu06179,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,unclassified unclassified
Otu06180,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium acidurici
Otu06181,Bacteria,Armatimonadetes,Armatimonadia,Armatimonadales,Armatimonadaceae,Armatimonadaceae_unclassified,unclassified unclassified
Otu06182,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu06183,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu06184,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga unclassified
Otu06185,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,HAW-RM37,HAW-RM37 unclassified
Otu06186,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales_unclassified,Sphingomonadales_unclassified,unclassified unclassified
Otu06187,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06188,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus unclassified
Otu06189,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,C111_unclassified,unclassified unclassified
Otu06190,Bacteria,Planctomycetes,vadinHA49,DH61,DH61_unclassified,DH61_unclassified,unclassified unclassified
Otu06191,Bacteria,Bacteroidetes,BME43,BME43_unclassified,BME43_unclassified,BME43_unclassified,unclassified unclassified
Otu06192,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Desulforudis,Desulforudis audaxviator
Otu06193,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus unclassified
Otu06194,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacteraceae_unclassified,unclassified unclassified
Otu06195,Bacteria,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium limicola
Otu06196,Bacteria,Acidobacteria,Acidobacteria-6,CCU21,CCU21_unclassified,CCU21_unclassified,unclassified unclassified
Otu06197,Bacteria,OP3,koll11,GIF10,kpj58rc,kpj58rc_unclassified,unclassified unclassified
Otu06198,Bacteria,(Thermi),Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus unclassified
Otu06199,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,unclassified unclassified
Otu06200,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Sinobacteraceae_unclassified,unclassified unclassified
Otu06201,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,iii1-15_unclassified,iii1-15_unclassified,unclassified unclassified
Otu06202,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu06203,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Phytophthora,Phytophthora infestans
Otu06204,Bacteria,Bacteroidetes,SM1A07,SM1A07_unclassified,SM1A07_unclassified,SM1A07_unclassified,unclassified unclassified
Otu06205,Bacteria,Proteobacteria,Betaproteobacteria,Tremblayales,Tremblayaceae,Zinderia,Zinderia insecticola
Otu06206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Endolissoclinum,Endolissoclinum patella
Otu06207,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidarium
Otu06208,Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Phormidiaceae,Phormidium,Phormidium pseudopriestleyi
Otu06209,Bacteria,Chloroflexi,(Thermobacula),(Thermobaculales),(Thermobaculaceae),Thermobaculum,Thermobaculum terrenum
Otu06210,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sulfidophilus
Otu06211,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06212,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Phaeospirillum,Phaeospirillum fulvum
Otu06213,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu06214,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga,Desulfovirga adipica
Otu06215,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,Spirobacillales_unclassified,Spirobacillales_unclassified,unclassified unclassified
Otu06216,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,HAW-RM37,HAW-RM37 unclassified
Otu06217,Bacteria,Chloroflexi,Chloroflexi,(Roseiflexales),(Kouleothrixaceae),(Kouleothrixaceae)_unclassified,unclassified unclassified
Otu06218,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Cryptoprodotis,Cryptoprodotis polytropus
Otu06219,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,Indibacter alkaliphilus
Otu06220,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu06221,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonatronospira,Desulfonatronospira delicata
Otu06222,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiellaceae_unclassified,unclassified unclassified
Otu06223,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu06224,Bacteria,OD1,SM2F11,SM2F11_unclassified,SM2F11_unclassified,SM2F11_unclassified,unclassified unclassified
Otu06225,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter unclassified
Otu06226,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Yonghaparkia,Yonghaparkia unclassified
Otu06227,Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,unclassified unclassified
Otu06228,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Jeongeupia,Jeongeupia naejangsanensis
Otu06229,Bacteria,Spirochaetes,Spirochaetes,Spirochaetales,Spirochaetaceae,Treponema,Treponema unclassified
Otu06230,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,Chondromyces unclassified
Otu06231,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu06232,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,Anaerolinea unclassified
Otu06233,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Singulisphaera,Singulisphaera unclassified
Otu06234,Bacteria,Chloroflexi,Anaerolineae,GCA004,GCA004_unclassified,GCA004_unclassified,unclassified unclassified
Otu06235,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma unclassified
Otu06236,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu06237,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingella unclassified
Otu06238,Bacteria,Cyanobacteria,ML635J-21,ML635J-21_unclassified,ML635J-21_unclassified,ML635J-21_unclassified,unclassified unclassified
Otu06239,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Sediminibacterium,Sediminibacterium unclassified
Otu06240,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Heterosigma,Heterosigma akashiwo
Otu06241,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu06242,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylovirgula,Methylovirgula ligni
Otu06243,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Cytophaga,Cytophaga xylanolytica
Otu06244,Bacteria,Gemmatimonadetes,Gemm-1,Gemm-1_unclassified,Gemm-1_unclassified,Gemm-1_unclassified,unclassified unclassified
Otu06245,Bacteria,BRC1,PRR-11,PRR-11_unclassified,PRR-11_unclassified,PRR-11_unclassified,unclassified unclassified
Otu06246,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter unclassified
Otu06247,Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,unclassified unclassified
Otu06248,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,GZKB119,GZKB119_unclassified,unclassified unclassified
Otu06249,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Agitococcus,Agitococcus lubricus
Otu06250,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06251,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosovibrio,Nitrosovibrio tenuis
Otu06252,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu06253,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Frankiaceae,Kaistibacter,Kaistibacter ginsenosidimutans
Otu06254,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa
Otu06255,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus aquatilis
Otu06256,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu06257,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Cytophagales,Cytophagales QSSC5-1
Otu06258,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium resinovorum
Otu06259,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella unclassified
Otu06260,Bacteria,Acidobacteria,BPC102,MVS-40,MVS-40_unclassified,MVS-40_unclassified,unclassified unclassified
Otu06261,Bacteria,Actinobacteria,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,Actinobacteria_unclassified,unclassified unclassified
Otu06262,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu06263,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Endolissoclinum,Endolissoclinum patella
Otu06264,Bacteria,OP3,koll11,GIF10,kpj58rc,kpj58rc_unclassified,unclassified unclassified
Otu06265,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Formivibrio,Formivibrio citricus
Otu06266,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu06267,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu06268,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Cellulosibacter,Cellulosibacter alkalithermophilus
Otu06269,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06270,Bacteria,Armatimonadetes,0319-6E2,0319-6E2_unclassified,0319-6E2_unclassified,0319-6E2_unclassified,unclassified unclassified
Otu06271,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,A4b_unclassified,unclassified unclassified
Otu06272,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium unclassified
Otu06273,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu06274,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu06275,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia hongkongensis
Otu06276,Bacteria,Gemmatimonadetes,Gemm-5,Gemm-5_unclassified,Gemm-5_unclassified,Gemm-5_unclassified,unclassified unclassified
Otu06277,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium gelidilacus
Otu06278,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,OM27_unclassified,unclassified unclassified
Otu06279,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,OM27_unclassified,unclassified unclassified
Otu06280,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfopila,Desulfopila aestuarii
Otu06281,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,planctomycete,planctomycete MS1399
Otu06282,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangiaceae_unclassified,unclassified unclassified
Otu06283,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter apodemus
Otu06284,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu06285,Bacteria,Acidobacteria,(Chloracidobacteria),RB41,Ellin6075,Ellin6075_unclassified,unclassified unclassified
Otu06286,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,WCHB1-05,WCHB1-05 unclassified
Otu06287,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06288,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium unclassified
Otu06289,Bacteria,Chlorobi,BSV26,PK329,PK329_unclassified,PK329_unclassified,unclassified unclassified
Otu06290,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,K82,K82 unclassified
Otu06291,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Tepidimonas,Tepidimonas unclassified
Otu06292,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,unclassified unclassified
Otu06293,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,unclassified unclassified
Otu06294,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06295,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Leucobacter,Leucobacter unclassified
Otu06296,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces thermoatroviridis
Otu06297,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06298,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas changbaiensis
Otu06299,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Dysgonomonas,Dysgonomonas unclassified
Otu06300,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium unclassified
Otu06301,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus,Trichococcus unclassified
Otu06302,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales_unclassified,Phycisphaerales_unclassified,unclassified unclassified
Otu06303,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu06304,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium unclassified
Otu06305,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio thiocyanodenitrificans ARhD 1
Otu06306,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Streptomyces mirabilis
Otu06307,Bacteria,Cyanobacteria,4C0d-2,SM1D11,SM1D11_unclassified,SM1D11_unclassified,unclassified unclassified
Otu06308,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter glucosidilyticus
Otu06309,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06310,Bacteria,Acidobacteria,RB25,RB25_unclassified,RB25_unclassified,RB25_unclassified,unclassified unclassified
Otu06311,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Ruminofilibacter,Ruminofilibacter xylanolyticum
Otu06312,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans
Otu06313,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Silene,Silene noctiflora
