OTU,Domaine,Phylum,Classe,Ordre,Famille,Genre,Espece
Otu05943,Bacteria,BRC1,PRR-11,PRR-11_unclassified,PRR-11_unclassified,PRR-11_unclassified,unclassified unclassified
Otu05944,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Bellilinea,Bellilinea unclassified
Otu05945,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter glucosidilyticus
Otu05946,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia timonae
Otu05947,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Cytophaga,Cytophaga xylanolytica
Otu05948,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus aquaeductus
Otu05949,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Chitinilyticum,Chitinilyticum aquatile
Otu05950,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,JG30-KF-CM45_unclassified,JG30-KF-CM45_unclassified,unclassified unclassified
Otu05951,Bacteria,Firmicutes,Clostridia,Clostridiales,(Mogibacteriaceae),(Mogibacteriaceae)_unclassified,unclassified unclassified
Otu05952,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,unclassified unclassified
Otu05953,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacteraceae_unclassified,unclassified unclassified
Otu05954,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Ochromonas,Ochromonas danica
Otu05955,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Aetherobacter,Aetherobacter fasciculatus
Otu05956,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides nordii
Otu05957,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,unclassified unclassified
Otu05958,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium gelidilacus
Otu05959,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu05960,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Porphyrobacter,Porphyrobacter neustonensis
Otu05961,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acetobacteraceae_unclassified,unclassified unclassified
Otu05962,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu05963,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Bigelowiella,Bigelowiella natans
Otu05964,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu05965,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Ochromonas,Ochromonas danica
Otu05966,Bacteria,ZB3,BS119,BS119_unclassified,BS119_unclassified,BS119_unclassified,unclassified unclassified
Otu05967,Bacteria,Actinobacteria,OPB41,OPB41_unclassified,OPB41_unclassified,OPB41_unclassified,unclassified unclassified
Otu05968,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,Haloplasma,Haloplasma contractile
Otu05969,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Chondromyces,Chondromyces unclassified
Otu05970,Bacteria,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,unclassified unclassified
Otu05971,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiellaceae_unclassified,unclassified unclassified
Otu05972,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadales_unclassified,Sphingomonadales_unclassified,unclassified unclassified
Otu05973,Bacteria,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-i,NB1-i_unclassified,unclassified unclassified
Otu05974,Bacteria,Chloroflexi,Anaerolineae,S0208,S0208_unclassified,S0208_unclassified,unclassified unclassified
Otu05975,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,JG30-KF-CM45_unclassified,JG30-KF-CM45_unclassified,unclassified unclassified
Otu05976,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobium vannielii
Otu05977,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu05978,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Pseudoramibacter Eubacterium,Pseudoramibacter Eubacterium unclassified
Otu05979,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Methylibium,Methylibium unclassified
Otu05980,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu05981,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,unclassified unclassified
Otu05982,Bacteria,Acidobacteria,Holophagae,Holophagales,Holophagaceae,Holophagaceae_unclassified,unclassified unclassified
Otu05983,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,ACK-M1,ACK-M1_unclassified,unclassified unclassified
Otu05984,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaerales_unclassified,Phycisphaerales_unclassified,unclassified unclassified
Otu05985,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu05986,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu05987,Bacteria,Chloroflexi,Chloroflexi,Chloroflexales,Chloroflexaceae,Chloronema,Chloronema unclassified
Otu05988,Bacteria,Planctomycetes,vadinHA49,DH61,DH61_unclassified,DH61_unclassified,unclassified unclassified
Otu05989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidisoma,Acidisoma unclassified
Otu05990,Bacteria,Proteobacteria,TA18,CV90,CV90_unclassified,CV90_unclassified,unclassified unclassified
Otu05991,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus unclassified
Otu05992,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae_unclassified,unclassified unclassified
Otu05993,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Trebouxiophyceae,Chloroidium,Chloroidium saccharophilum
Otu05994,Bacteria,BRC1,PRR-11,PRR-11_unclassified,PRR-11_unclassified,PRR-11_unclassified,unclassified unclassified
Otu05995,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Adlercreutzia,Adlercreutzia unclassified
Otu05996,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Roseivirga,Roseivirga unclassified
Otu05997,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmata,Gemmata unclassified
Otu05998,Bacteria,Acidobacteria,Solibacteres,Solibacterales,AKIW659,AKIW659_unclassified,unclassified unclassified
Otu05999,Bacteria,Acidobacteria,Solibacteres,Solibacterales,MVS-65,MVS-65_unclassified,unclassified unclassified
Otu06000,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,S24-7,S24-7_unclassified,unclassified unclassified
Otu06001,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,Anaerolinea unclassified
Otu06002,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Pavlova,Pavlova lutheri
Otu06003,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermanaeromonas,Thermanaeromonas toyohensis
Otu06004,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,Geobacter unclassified
Otu06005,Bacteria,Planctomycetes,OM190,CL500-15,CL500-15_unclassified,CL500-15_unclassified,unclassified unclassified
Otu06006,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas unclassified
Otu06007,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu06008,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Dictyostelium,Dictyostelium discoideum
Otu06009,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium unclassified
Otu06010,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae
Otu06011,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu06012,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu06013,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,Amaricoccus unclassified
Otu06014,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus unclassified
Otu06015,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Jeongeupia,Jeongeupia naejangsanensis
Otu06016,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Bacillus,Bacillus psychrodurans
Otu06017,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter ishigakiensis
Otu06018,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu06019,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu06020,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Orientia,Orientia chuto
Otu06021,Bacteria,Chlorobi,OPB56,OPB56_unclassified,OPB56_unclassified,OPB56_unclassified,unclassified unclassified
Otu06022,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Pontibacter,Pontibacter unclassified
Otu06023,Bacteria,Bacteroidetes,BME43,BME43_unclassified,BME43_unclassified,BME43_unclassified,unclassified unclassified
Otu06024,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium unclassified
Otu06025,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu06026,Bacteria,Chloroflexi,Chloroflexi,(Roseiflexales),(Kouleothrixaceae),Kouleothrix,Kouleothrix unclassified
Otu06027,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu06028,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu06029,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium sulfonivorans
Otu06030,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Streptosporangiaceae,Sphaerisporangium,Sphaerisporangium unclassified
Otu06031,Bacteria,Elusimicrobia,Elusimicrobia,IIb,IIb_unclassified,IIb_unclassified,unclassified unclassified
Otu06032,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Morganella,Morganella morganii
Otu06033,Bacteria,unclassified,unclassified_unclassified,unclassified_unclassified,unclassified_unclassified,unclassified_unclassified,unclassified unclassified
Otu06034,Bacteria,Proteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas gwangyangensis
Otu06035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Beijerinckiaceae_unclassified,unclassified unclassified
Otu06036,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Portibacter,Portibacter lacus
Otu06037,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Chelativorans,Chelativorans unclassified
Otu06038,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu06039,Bacteria,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,Thermodesulfatator indicus
Otu06040,Bacteria,Acidobacteria,(Chloracidobacteria),RB41,Ellin6075,Ellin6075_unclassified,unclassified unclassified
Otu06041,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga unclassified
Otu06042,Bacteria,WS3,PRR-12,wb1 H11,wb1 H11_unclassified,wb1 H11_unclassified,unclassified unclassified
Otu06043,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Pythium,Pythium ultimum
Otu06044,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Hymenobacter unclassified
Otu06045,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila
Otu06046,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,iii1-15_unclassified,iii1-15_unclassified,unclassified unclassified
Otu06047,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Petrimonas,Petrimonas sulfuriphila
Otu06048,Bacteria,Cyanobacteria,Chloroplast,Stramenopiles,Stramenopiles_unclassified,Stramenopiles_unclassified,unclassified unclassified
Otu06049,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,EB1017,EB1017_unclassified,unclassified unclassified
Otu06050,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,OM27,OM27_unclassified,unclassified unclassified
Otu06051,Bacteria,Planctomycetes,Phycisphaerae,WD2101,WD2101_unclassified,WD2101_unclassified,unclassified unclassified
Otu06052,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu06053,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,unclassified unclassified
Otu06054,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Zymophilus,Zymophilus paucivorans
Otu06055,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus unclassified
Otu06056,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter,Hymenobacter unclassified
Otu06057,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,Rubellimicrobium unclassified
Otu06058,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetales_unclassified,Actinomycetales_unclassified,unclassified unclassified
Otu06059,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,unclassified unclassified
Otu06060,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu06061,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter citreus
Otu06062,Bacteria,FBP,FBP_unclassified,FBP_unclassified,FBP_unclassified,FBP_unclassified,unclassified unclassified
Otu06063,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,RB40,RB40_unclassified,unclassified unclassified
Otu06064,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,C111_unclassified,unclassified unclassified
Otu06065,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,magnetite-containing,magnetite-containing magnetic vibrio
Otu06066,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu06067,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Trachelomonas,Trachelomonas volvocinopsis
Otu06068,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces unclassified
Otu06069,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Aminobacter,Aminobacter unclassified
Otu06070,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,unclassified unclassified
Otu06071,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus albertensis
Otu06072,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu06073,Bacteria,Firmicutes,Clostridia,Clostridiales,(Mogibacteriaceae),Anaerovorax,Anaerovorax unclassified
Otu06074,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,(Weeksellaceae),Chryseobacterium,Chryseobacterium unclassified
Otu06075,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06076,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum centenum
Otu06077,Bacteria,TM6,SBRH58,SBRH58_unclassified,SBRH58_unclassified,SBRH58_unclassified,unclassified unclassified
Otu06078,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,RF32_unclassified,RF32_unclassified,unclassified unclassified
Otu06079,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacteriaceae_unclassified,unclassified unclassified
Otu06080,Bacteria,Proteobacteria,Deltaproteobacteria,Spirobacillales,Spirobacillales_unclassified,Spirobacillales_unclassified,unclassified unclassified
Otu06081,Bacteria,Planctomycetes,C6,d113,d113_unclassified,d113_unclassified,unclassified unclassified
Otu06082,Bacteria,WS3,PRR-12,Sediment-1,Sediment-1_unclassified,Sediment-1_unclassified,unclassified unclassified
Otu06083,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Acutodesmus,Acutodesmus obliquus
Otu06084,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter unclassified
Otu06085,Bacteria,Proteobacteria,Alphaproteobacteria,RF32,RF32_unclassified,RF32_unclassified,unclassified unclassified
Otu06086,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu06087,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,(Chromatiaceae),Rheinheimera,Rheinheimera aquimaris
Otu06088,Bacteria,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,unclassified unclassified
Otu06089,Bacteria,Planctomycetes,OM190,CL500-15,CL500-15_unclassified,CL500-15_unclassified,unclassified unclassified
Otu06090,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu06091,Bacteria,unclassified,unclassified_unclassified,unclassified_unclassified,unclassified_unclassified,unclassified_unclassified,unclassified unclassified
Otu06092,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,Byssovorax cruenta
Otu06093,Bacteria,Proteobacteria,Alphaproteobacteria,BD7-3,BD7-3_unclassified,BD7-3_unclassified,unclassified unclassified
Otu06094,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus aquatilis
Otu06095,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,Anaerolinea unclassified
Otu06096,Bacteria,Chloroflexi,Dehalococcoidetes,GIF9,GIF9_unclassified,GIF9_unclassified,unclassified unclassified
Otu06097,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium resinovorum
Otu06098,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,Opitutus unclassified
Otu06099,Bacteria,Verrucomicrobia,(Pedosphaerae),(Pedosphaerales),auto67 4W,auto67 4W_unclassified,unclassified unclassified
Otu06100,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolinaceae,Anaerolinea,Anaerolinea unclassified
Otu06101,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Cytophagaceae_unclassified,unclassified unclassified
Otu06102,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,Rhodobacter unclassified
Otu06103,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,mitochondria,Thalassiosira,Thalassiosira pseudonana
Otu06104,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Chitinophagaceae,Chitinophagaceae_unclassified,unclassified unclassified
Otu06105,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,unclassified unclassified
Otu06106,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Aquicella,Aquicella unclassified
Otu06107,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium unclassified
Otu06108,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Acutodesmus,Acutodesmus obliquus
Otu06109,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacteriaceae_unclassified,unclassified unclassified
Otu06110,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides unclassified
Otu06111,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylocystaceae_unclassified,unclassified unclassified
Otu06113,Bacteria,Firmicutes,Clostridia,Clostridiales,Veillonellaceae,Propionispora,Propionispora hippei
Otu06114,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,Solimonas,Solimonas soli
Otu06115,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Phaselicystis,Phaselicystis flava
Otu06116,Bacteria,TM6,SJA-4,SJA-4_unclassified,SJA-4_unclassified,SJA-4_unclassified,unclassified unclassified
Otu06117,Bacteria,Armatimonadetes,SHA-37,SHA-37_unclassified,SHA-37_unclassified,SHA-37_unclassified,unclassified unclassified
Otu06118,Bacteria,Chloroflexi,Anaerolineae,A31,S47,S47_unclassified,unclassified unclassified
Otu06119,Bacteria,Spirochaetes,MVP-15,PL-11B10,PL-11B10_unclassified,PL-11B10_unclassified,unclassified unclassified
Otu06120,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus hitonicola
Otu06121,Bacteria,Proteobacteria,Deltaproteobacteria,GW-28,GW-28_unclassified,GW-28_unclassified,unclassified unclassified
Otu06122,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia unclassified
Otu06123,Bacteria,Gemmatimonadetes,Gemm-1,Gemm-1_unclassified,Gemm-1_unclassified,Gemm-1_unclassified,unclassified unclassified
Otu06124,Bacteria,Planctomycetes,Planctomycetia,B97,B97_unclassified,B97_unclassified,unclassified unclassified
Otu06125,Bacteria,Bacteroidetes,(Saprospirae),(Saprospirales),Saprospiraceae,Saprospiraceae_unclassified,unclassified unclassified
Otu06126,Bacteria,Firmicutes,Clostridia,Clostridiales,(Tissierellaceae),Gallicola,Gallicola unclassified
Otu06127,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus,Coprococcus unclassified
Otu06128,Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,unclassified unclassified
Otu06129,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,Phycisphaeraceae_unclassified,unclassified unclassified
Otu06130,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillaceae_unclassified,unclassified unclassified
Otu06131,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidarium
Otu06132,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Thermoactinomyces,Thermoactinomyces unclassified
Otu06133,Bacteria,Bacteroidetes,(Rhodothermi),(Rhodothermales),Rhodothermaceae,Rubricoccus,Rubricoccus unclassified
Otu06134,Bacteria,Chloroflexi,Anaerolineae,envOPS12,envOPS12_unclassified,envOPS12_unclassified,unclassified unclassified
Otu06135,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Isosphaeraceae,Isosphaeraceae_unclassified,unclassified unclassified
Otu06136,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Ehrlichia,Ehrlichia ruminantium
Otu06137,Bacteria,Planctomycetes,Planctomycetia,Gemmatales,Gemmataceae,Gemmataceae_unclassified,unclassified unclassified
Otu06138,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga,Hydrogenophaga unclassified
Otu06139,Bacteria,Elusimicrobia,Elusimicrobia,FAC88,FAC88_unclassified,FAC88_unclassified,unclassified unclassified
Otu06140,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Siphonobacter,Siphonobacter aquaeclarae
Otu06141,Bacteria,Cyanobacteria,Chloroplast,Chlorophyta,Chlamydomonadaceae,Chlamydomonadaceae_unclassified,unclassified unclassified
Otu06142,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,Indibacter alkaliphilus
Otu06143,Bacteria,Firmicutes,Clostridia,OPB54,OPB54_unclassified,OPB54_unclassified,unclassified unclassified
Otu06144,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,(Weeksellaceae),Bergeyella,Bergeyella zoohelcum
Otu06145,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Novosphingobium unclassified
Otu06146,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,Thiocapsa unclassified
Otu06147,Bacteria,Proteobacteria,Deltaproteobacteria,MIZ46,MIZ46_unclassified,MIZ46_unclassified,unclassified unclassified
Otu06148,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Erythrobacteraceae_unclassified,unclassified unclassified
Otu06149,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter neptunius
Otu06150,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonadaceae_unclassified,unclassified unclassified
